ID,HET,SMILES
2y48_fad_lig,fad,CC1CC2NC3C(O)NC(O)NC3N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C4NCN[C@@H]5N)[C@H](O)[C@@H]3O)C2CC1C
2y4d_pg4_lig,pg4,OCCOCCOCCOCCO
2y4e_pp9_lig,pp9,CCC1C2CC3NC(CC4NC(CC5NC(CC(N2)C1C)C(C)C5CCC(O)O)C(CCC(O)O)C4C)C(CC)C3C
2y4i_atp_lig,atp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
2y5f_xwg_lig,xwg,OCC[N+]1(CCCN2[C@H](O)[C@H]3[C@@H]([C@@H]2O)[C@@H]2CCCN2[C@H]3C2C[C@@H]([C@H]3CCC(Cl)S3)ON2)CCCC1
2y5g_fjd_lig,fjd,C[N+](C)(C)CCCN1C(O)[C@@H]2[C@@H]([C@H]([C@H]3NC[C@@H]([C@H]4CC[C@@H](Cl)S4)O3)N3CCC[C@@H]23)[C@@H]1O
2y5h_y5h_lig,y5h,C[N+](C)(C)CCCN1C(O)[C@@H]2[C@H](C1O)[C@H](C1CO[C@@H]([C@H]3CCC(Cl)S3)N1)N1CCC[C@@H]21
2y5k_ycu_lig,ycu,CNC(O)NC1CC(OC)C[C@@H](NC(O)NS(O)(O)C2CC(C)C(CCOC)S2)N1
2y5l_ro8_lig,ro8,OC(N[C@H]1NCC(Br)S1)NS(O)(O)C1CCCC(Cl)C1
2y5n_myv_lig,myv,CC[C@H]1OC(O)CC[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)[C@H](O)CCCC[C@]1(O)CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC
2y60_m8f_lig,m8f,CSCC[C@@H](N[C@@H](O)[C@H](CS)N[C@H](O)CCC[C@H](N)C(O)O)C(O)O
2y66_n04_lig,n04,OC(O)CC[C@@H](NC(O)C1CCCC(COC2CCCC(CC3SC(O)NC3O)C2)C1)C(O)O
2y67_n21_lig,n21,OC(O)CC[C@@H](NS(O)(O)C1CCC(COC2CCC(CC3SC(O)NC3O)CC2)CC1)C(O)O
2y68_t04_lig,t04,OC(O)CC[C@@H](N[C@@H](O)C1CC(CNC2CCC(CC3SC(S)NC3O)CC2)CCC1F)C(O)O
2y6c_tqi_lig,tqi,O=C(O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1
2y6d_tqj_lig,tqj,O=CN(O)[C@@H](CCCc1ncccn1)CS(=O)(=O)N1CCN(c2ccc(Br)cn2)CC1
2y6f_m9f_lig,m9f,CS[C@@H](C)[C@@H](NC(O)[C@H](CS)NC(O)CCC[C@H](N)C(O)O)C(O)O
2y6o_1n1_lig,1n1,CC1NC(NC2NCC(C(O)NC3C(C)CCCC3Cl)S2)CC(N2CCN(CCO)CC2)N1
2y71_cb6_lig,cb6,CC1CCC2S[C@H](CO[C@H]3C[C@@](O)(C(O)O)C[C@@H](O)[C@@H]3O)CC2C1
2y76_cb7_lig,cb7,OC(O)[C@@]1(O)C[C@@H](O)[C@H](O)[C@@H](OCC2CCC3SCCC3C2)[C@@H]1CC1CCC2SCCC2C1
2y77_cb8_lig,cb8,OC(O)[C@@]1(O)C[C@@H](O)[C@H](O)[C@@H](OCC2CC3CCCCC3S2)[C@@H]1CC1CCCS1
2y7j_b49_lig,b49,CCN(CC)CCNC(O)C1C(C)NC(CC2C(O)NC3CCC(F)CC32)[C@H]1C
2y7x_mza_lig,mza,OC1[C@@H](NS(O)(O)C2CCC3CC(Cl)CCC3C2)CCN1C1CCC2CNCCC2C1F
2y7z_c0z_lig,c0z,CN(C)[C@H]1CCC2CC(N3CC[C@H](NS(O)(O)C4CCC5CC(Cl)CCC5C4)C3O)CCC21
2y81_931_lig,931,OC1[C@@H](NS(O)(O)C2CCC3CC(Cl)CCC3C2)CCN1C1CCC([C@H]2CCCN2)CC1F
2y85_137_lig,137,OC(O)C1CCCCC1NC[C@@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O
2y88_2er_lig,2er,N[C@H](O)C1NCN([C@@H]2O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]2O)C1NCNC[C@@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O
2y91_98j_lig,98j,O=C(O)CC(=O)CCO
2ya7_zmr_lig,zmr,CC(O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(O)O)C[C@@H]1NC(N)N
2ya8_g39_lig,g39,CCC(CC)O[C@@H]1CC(C(O)O)C[C@H](N)[C@H]1NC(C)O
2yaa_atp_lig,atp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O
2yab_amp_lig,amp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O
2yac_937_lig,937,CN1CCN(C2CCC(OC(F)(F)F)C(N[C@@H]3NCC4CCC5C(C(N)O)NN(CCO)[C@@H]5[C@@H]4N3)C2)CC1
2yaj_4hp_lig,4hp,OC(O)C[C@H]1CC[C@@H](O)CC1
2yak_osv_lig,osv,CC(C)O[C@@H]1CCC2C(C1)C1C3C4C(CC(F)C[N]4[Ru]45([NH]CS)([N]23)[S@H]2CC[S@@H]4CC[S@@H]5CC2)C2C(O)NC(O)[C@@H]21
2yb9_ha0_lig,ha0,CCC[C@H](CC1(C(O)N[C@H](CC2NCC(C3CCCCC3)O2)C(O)O)CCCC1)C(O)O
2ybk_2hg_lig,2hg,OC(O)CC[C@@H](O)C(O)O
2ybp_2hg_lig,2hg,OC(O)CC[C@@H](O)C(O)O
2ybs_s2g_lig,s2g,OC(O)CC[C@H](O)C(O)O
2ybt_dw0_lig,dw0,Cn1cnc2c1c(=O)n(CCCn1c(=O)c3c(ncn3C)n(C)c1=O)c(=O)n2C
2ybu_cx9_lig,cx9,Cn1cnc2c1c(=O)n(CCCn1c(=O)c3nc[nH]c3n(C)c1=O)c(=O)n2C
2yc0_2hg_lig,2hg,OC(O)CC[C@@H](O)C(O)O
2yc3_mw5_lig,mw5,OC1C(CC2CCCCC2)[C@H](Cl)N[C@H]2NCNN12
2yc5_6bc_lig,6bc,NCC1CNN2C1NC(Cl)C(CC1CCCCC1)[C@@H]2O
2yca_zm3_lig,zm3,CC[C@H]1OC(=O)C=C[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)C=CC=C[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](O)[C@H]1OC
2ycf_ycf_lig,ycf,C[C@H](NNC(N)NO)C1CCC(N[C@H](O)NC2CCC([C@@H](C)NNC(N)NO)CC2)CC1
2ycm_30a_lig,30a,OC(O)C1CNN2C1NC(Cl)[C@H](CC1CCCCC1)C2O
2ycn_p61_lig,p61,CC1NCC(CO[PH](O)(O)O)C(CN[C@@H](C[C@H]2CCC(O)C(F)C2)C(O)O)C1O
2ycp_p61_lig,p61,CC1NCC(CO[PH](O)(O)O)C(CN[C@@H](C[C@H]2CCC(O)C(F)C2)C(O)O)C1O
2ycq_upx_lig,upx,CC(NNC1NCCN1)C1CCC(NC(O)C2CC3CCCC(N(O)O)C3N2)CC1
2ycr_hcw_lig,hcw,CC(NNC1NCCN1)C1CCC(NC(O)NC2CCC(C(C)NNC3NCCN3)CC2)CC1
2ycs_nxp_lig,nxp,CC(NNC(N)N)C1CCC(NC(O)C2CNC3CCCCC32)CC1
2yct_9po_lig,9po,[O-][n+]1ccccc1
2yct_pli_lig,pli,CC(NCC1C(CO[PH](O)(O)O)CNC(C)C1O)C(O)O
2yct_plp_lig,plp,Cc1ncc(COP(=O)(O)O)c(C)c1O
2ycw_cau_lig,cau,CC(C)NC[C@H](O)COC1CCCC2NC3CCCCC3C21
2ycz_i32_lig,i32,CC(C)(C)NC[C@H](O)COC1CCCC2NC(CN)C(I)C21
2yd0_bes_lig,bes,CC(C)C[C@H](NC(O)[C@@H](O)[C@H](N)CC1CCCCC1)C(O)O
2yde_s2g_lig,s2g,O=C(O)CC[C@H](O)C(=O)O
2ydf_io3_lig,io3,CC[C@@H](Cc1c(I)cc(I)c(O)c1I)C(=O)O
2ydi_ydi_lig,ydi,CN(C)CCOC1CCC(C2CC(C(N)O)C(NC(N)O)S2)CC1
2ydj_ydj_lig,ydj,NC(O)NC1CC(C2CCCC(F)C2)SC1C(O)N[C@H]1CCCNC1
2ydk_ydk_lig,ydk,NC(O)NC1SC(C2CCCCC2)CC1C(O)N[C@H]1CCCNC1
2ydm_slc_lig,slc,C[C@H](C[SeH])C(O)N1CCC[C@H]1C(O)O
2ydo_adn_lig,adn,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
2ydu_79w_lig,79w,OCC1CCC[C@H]([C@@H]2C[C@H](O)CS2(O)O)C1
2ydv_nec_lig,nec,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
2ydw_wsh_lig,wsh,CC1NNC2[C@H](NC(O)OCC3CCCCC3)NC(C3CCCCC3)C3CCCCC3N12
2ydx_stl_lig,stl,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1
2ye9_2d4_lig,2d4,OC1CCC(NS(O)(O)C2CCCS2)CC1C1C(O)CCC2CCCCC21
2yek_eam_lig,eam,CCNC(O)C[C@@H]1N[C@H](C2CCC(Cl)CC2)C2CC(OC)CCC2N2C(C)NNC12
2yem_wsh_lig,wsh,CC1NNC2[C@H](NC(O)OCC3CCCCC3)NC(C3CCCCC3)C3CCCCC3N12
2yfe_yfe_lig,yfe,COC1CC(CCC2CCCCC2)C(C(O)O)C(O)C1CCC(C)C
2yfj_1it_lig,1it,C1CCC2C(C1)OC1CCCCC12
2yfl_dc4_lig,dc4,ClC1CCC2OC3CCCCC3C2C1
2yfx_vgh_lig,vgh,C[C@@H](OC1CC(C2CNN(C3CCNCC3)C2)CNC1N)C1C(Cl)CCC(F)C1Cl
2yg2_s1p_lig,s1p,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO[PH](O)(O)O
2yga_gdm_lig,gdm,COC1C(O)CC2NC(O)[C@@H](C)CCC[C@H](OC)[C@@H](OC(N)O)C(C)C[C@H](C)[C@@H](O)[C@@H](OC)C[C@@H](C)C[C@@H]1C2O
2yge_gdm_lig,gdm,COC1C(O)CC2NC(O)[C@@H](C)CCC[C@H](OC)[C@@H](OC(N)O)C(C)C[C@H](C)[C@@H](O)[C@@H](OC)C[C@@H](C)C[C@@H]1C2O
2ygf_gdm_lig,gdm,COC1C(O)CC2NC(O)[C@@H](C)CCC[C@H](OC)[C@@H](OC(N)O)C(C)C[C@H](C)[C@@H](O)[C@@H](OC)C[C@@H](C)C[C@@H]1C2O
2yic_tpp_lig,tpp,C[C@H]1NCC(CN2CS[C@H](CCO[PH](O)(O)O[PH](O)(O)O)[C@H]2C)C(N)N1
2yid_td7_lig,td7,CC1NCC(CN2C(C(O)CCC(O)O)S[C@H](CCO[PH](O)(O)O[PH](O)(O)O)[C@H]2C)C(N)N1
2yig_5el_lig,5el,O[C@H](NCC1CCNCC1)C1CCC(OC2CCC(CC[C@]3(O)CN4CCC3CC4)CC2)CC1
2yiq_yiq_lig,yiq,CC(NNC(N)N)C1CCC2N[C@@H]([C@H](O)NC3CCC4CCNC4C3)CC2C1
2yir_yir_lig,yir,NC(N)NN[C@@H]1CCCC2C[C@H](N[C@@H](O)C3CC4CCCC(N(O)O)C4N3)CCC21
2yit_yit_lig,yit,CCCC(NNC(N)N)C1CCC(N[C@H](O)C2CC3CC(OC)CCC3N2)CC1
2yiy_yiy_lig,yiy,CC(C)(C)c1cc(=NC(=O)Nc2ccc(Oc3cccnc3)cc2)n(-c2cccc(F)c2)[nH]1
2yjd_yjd_lig,yjd,CC(C)O[C@H]1NC2CCCCC2N1C1CCC(O)CC1
2ykb_ykb_lig,ykb,N[C@H](O)CCC(O)N[C@@H]1C2CCCCC2C2C(C3NC4CCNCC4N3)CCCC21
2ykc_ykc_lig,ykc,OC(N[C@@H]1C2CCCCC2C2C(C3NC4CCNCC4N3)CCCC21)C1CCNCC1
2yki_yki_lig,yki,OC(N[C@@H]1C2CCCCC2C2C(C3NC4CCNCC4N3)CCCC21)C1CCNC2NCCC21
2ykj_ykj_lig,ykj,NC1CC(C(O)N[C@@H]2C3CCCCC3C3C(C4NC5CCNCC5N4)CCCC32)CCN1
2ykm_ykn_lig,ykn,CC1CCNC(SC(F)(F)[C@H]2NC3CCCCC3O2)N1
2ylg_asc_lig,asc,OC[C@H](O)[C@H]1OC(O)[C@H](O)C1O
2ylo_tes_lig,tes,C[C@]12CC[C@H]3[C@@H](CCC4CC(O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
2ylo_ylo_lig,ylo,Cc1ccc(OCCn2c(SCCOc3ccccc3)nc3ccccc32)cc1
2ylp_056_lig,056,O=C(O)c1cccc(CSCc2ccc(Cl)cc2Cl)c1
2ylq_ylq_lig,ylq,CC1CCC(OCCN2C(SCCC(O)O)NC3CCCCC32)CC1
2yly_su4_lig,su4,C[C@](O)(CN(C1CC1)S(O)(O)C1CCC(O)CC1)C1CCCCC1
2ym4_4ym_lig,4ym,CCOC(O)C1CNC2NNC(C3CCCC(CN)C3)C2C1N1CCO[C@H](CN)C1
2ym5_ym5_lig,ym5,NC[C@H]1CN(C2NCNC3NCC([C@@H]4CCCC(CO)C4)C32)CCO1
2ym8_ym8_lig,ym8,C[C@H](CN(C)C)O[C@@H]1N[C@H](N[C@@H]2CC3CCCC(Cl)C3CN2)CN[C@H]1CN
2ynf_whu_lig,whu,NCC1CC(Cl)CC(OC2C(Br)CC[C@@H](CNC(O)[C@H]3NC(N)NC3Cl)C2F)C1
2yng_whu_lig,whu,NCC1CC(Cl)CC(OC2C(Br)CC[C@@H](CN[C@@H](O)[C@H]3NC(N)N[C@@H]3Cl)C2F)C1
2ynh_eur_lig,eur,NCC1CC(Cl)CC(OC2C(Cl)CC[C@@H](CNC(O)[C@H]3NC(CO)NC3Cl)C2F)C1
2yni_cxd_lig,cxd,NCC1CC(Cl)CC(OC2C(Cl)CC[C@@H](CNC(O)[C@H]3NCNC3Cl)C2F)C1
2yoj_8y6_lig,8y6,OC(O)C1[C@H](C2CCCNC2O)C2C3OCCC3C(F)CC2N1CC1CC2C(O)NCNC2CC1F
2yol_ebn_lig,ebn,NCCCC[C@H](NC(O)CC1CCC(Cl)C(Cl)C1)C(O)N[C@@H](CCCCN)[C@@H](O)NC[C@H]1CC[C@H](NC(N)N)CC1
2yoo_k2b_lig,k2b,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C
2ypi_pga_lig,pga,OC(O)CO[PH](O)(O)O
2ypu_i41_lig,i41,COC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CN(CC(=O)O)Cc1ccccc1
2yqh_gn1_lig,gn1,CC(O)N[C@H]1[C@@H](O[PH](O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O
2yqs_ud1_lig,ud1,CC(O)N[C@H]1[C@@H](O[PH](O)(O)O[PH](O)(O)OC[C@H]2O[C@@H](N3CCC(O)NC3O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
2yr6_be2_lig,be2,N[C@H]1CCCCC1C(O)O
2yvk_mru_lig,mru,CSC[C@@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O
2ywp_a42_lig,a42,COC1CC(OC)C(N[C@@H](O)NC2CNC(CN)CN2)CC1Cl
2yxj_n3c_lig,n3c,CN(C)CC[C@H](CSC1CCCCC1)N[C@@H]1CC[C@H](S(O)(O)N[C@H](O)C2CCC(N3CCN(CC4CCCCC4C4CCC(Cl)CC4)CC3)CC2)CC1N(O)O
2yxn_azy_lig,azy,[N-]=[N+]=Nc1cc(C[C@H](N)C(=O)O)ccc1O
2yy1_nlc_lig,nlc,CC(O)N[C@@H]1[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@@H]1O
2yy2_ibm_lig,ibm,CC(C)CN1C2NCNC2C(O)N(C)C1O
2yyj_4hp_lig,4hp,O=C(O)Cc1ccc(O)cc1
2yym_4hp_lig,4hp,OC(O)CC1CCC(O)CC1
2yzb_urc_lig,urc,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
2yzc_1al_lig,1al,NC(O)NC(NC(N)O)C(O)O
2yze_nob_lig,nob,OB(O)O[B]1(O)->[Li][O]1
2z0p_4pt_lig,4pt,O[C@H]1[C@H](O[PH](O)(O)O)[C@H](O)[C@H](O[PH](O)(O)O)[C@@H](O[PH](O)(O)O)[C@@H]1O[PH](O)(O)O
2z1z_mlt_lig,mlt,O=C(O)C[C@H](O)C(=O)O
2z1z_plp_lig,plp,CC1NCC(CO[PH](O)(O)O)C(C)C1O
2z20_plp_lig,plp,CC1NCC(CO[PH](O)(O)O)C(C)C1O
2z24_dor_lig,dor,OC1N[C@H](O)C[C@@H](C(O)O)N1
2z25_dor_lig,dor,OC1C[C@@H](C(O)O)NC(O)N1
2z25_ncd_lig,ncd,NC(O)N[C@@H](CC(O)O)C(O)O
2z26_dor_lig,dor,O=C1C[C@@H](C(=O)O)NC(=O)N1
2z26_ncd_lig,ncd,NC(O)N[C@@H](CC(O)O)C(O)O
2z27_dor_lig,dor,OC1N[C@H](O)C[C@@H](C(O)O)N1
2z28_dor_lig,dor,OC1N[C@H](O)C[C@@H](C(O)O)N1
2z29_dor_lig,dor,OC1C[C@@H](C(O)O)NC(O)N1
2z2a_dor_lig,dor,OC1N[C@H](O)C[C@@H](C(O)O)N1
2z2p_dol_lig,dol,CCN(CC)CCS(O)(O)[C@@H]1CCN2C(O)C3COC(CC(O)C[C@H](O)CC(C)CCCNC(O)CC[C@@H](C)[C@H](C(C)C)O[C@@H](O)[C@@H]12)N3
2z2w_770_lig,770,OCN[C@@H]1CCC2NC3C[C@H]([C@@H]4CCCC[C@H]4Cl)[C@@H]4[C@H](C3C2C1)[C@@H](O)N[C@H]4O
2z3h_blo_lig,blo,CN(CC[C@H](N)CC(O)N[C@H]1CC[C@H](N2CCC(O)NC2O)O[C@@H]1C(O)O)C(N)N
2z3i_bls_lig,bls,CN(CC[C@H](N)CC(O)N[C@H]1CC[C@H](N2CCC(N)NC2O)O[C@@H]1C(O)O)C(N)N
2z3y_f2n_lig,f2n,CC1CC2[C@@H](C[C@@H]1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]1O[C@@H](N3CNC4C(N)NCNC43)[C@H](O)[C@@H]1O)[C@H]1NC(O)NC(O)[C@@H]1N2C(O)CCC1CCCCC1
2z3z_aio_lig,aio,CC[C@H](C)[C@H](NC(O)[C@H](C)N)C(O)N1CCC[C@H]1B(O)O
2z4b_dc8_lig,dc8,OC1CCC([C@@H]2OC3CCC(O)CC3[C@@H]3CC(F)(F)C[C@@H]32)CC1
2z4w_749_lig,749,CC(C)CCCC(C)CCC(CCC(C)CCCC(C)C)([PH](O)(O)O)[PH](O)(O)O
2z4x_252_lig,252,CCCCCCCCC(O)([PH](O)(O)O)[PH](O)(O)O
2z4y_252_lig,252,CCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O
2z4z_sc0_lig,sc0,CCCCCCCCC(CCCCCCCC)([PH](O)(O)O)[PH](O)(O)O
2z50_028_lig,028,CCCCCCC(O)([PH](O)(O)O)[PH](O)(O)O
2z52_h23_lig,h23,CCCCCCCCCCCC(O)([PH](O)(O)O)[PH](O)(O)O
2z5y_fad_lig,fad,CC1CC2[C@H](CC1C)N[C@H]1C(O)NC(O)N[C@@H]1N2C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]1O[C@@H](N2CNC3C(N)NCN[C@H]32)[C@H](O)[C@@H]1O
2z5y_hrm_lig,hrm,COc1ccc2c(c1)[nH]c1c(C)nccc12
2z60_p3y_lig,p3y,COC1CCCCC1C1CNC2NCC(C3CNCC(C(O)N(C)C)C3)CC21
2z68_til_lig,til,OC(O)CCC1CCC2C(C1)[O][Cr@SP3]1[O]C3CCCCC3C[N]21
2z6a_sah_lig,sah,NC1NCNC2C1NCN2[C@@H]1O[C@H](CSCC[C@H](N)C(O)O)[C@@H](O)[C@H]1O
2z6q_sah_lig,sah,NC1NCNC2C1NCN2[C@@H]1O[C@H](CSCC[C@H](N)C(O)O)[C@@H](O)[C@H]1O
2z6u_sah_lig,sah,NC1NCNC2C1NCN2[C@@H]1O[C@H](CSCC[C@H](N)C(O)O)[C@@H](O)[C@H]1O
2z71_pnv_lig,pnv,CC1(C)S[C@@H]2[C@H](NC(O)COC3CCCCC3)C(O)N2[C@H]1C(O)O
2z78_h86_lig,h86,CCCCCCCCCCO[C@@H]1C[C@H](C2CC(F)CC(F)C2)CN(CC([PH](O)(O)O)[PH](O)(O)O)C1
2z7g_eh9_lig,eh9,CCCCCC[C@H]([C@H](C)O)N1CNC2C(N)NCNC21
2z7h_gg3_lig,gg3,CN(CCCCC1CCCCC1)CCC(O)([PH](O)(O)O)[PH](O)(O)O
2z7i_742_lig,742,CCCCCCCCCCCC[PH](C)(C)CC([PH](O)(O)O)[PH](O)(O)O
2z7k_bgu_lig,bgu,N[C@H]1N[C@@H]2CC3C(O)N[C@@H](N)N[C@H]3C[C@H]2N1
2z7l_s91_lig,s91,CC1CCCC(NC2NC(NC3CCC(CC(O)O)CC3)NCC2[C@@H](N)O)C1
2z7q_acp_lig,acp,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)C[PH](O)(O)O)[C@@H](O)[C@H]1O
2z7r_stu_lig,stu,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)N1C3CCCCC3C3C4CNC(O)C4C4C5CCCCC5N2C4C31
2z7s_p01_lig,p01,CC(C)[C@H](CO)NC1NC(NC2CCCC(Cl)C2)C2NCN(C(C)C)C2N1
2z8c_s91_lig,s91,CC1CCCC(NC2NC(NC3CCC(CC(O)O)CC3)NCC2C(N)O)C1
2z94_tld_lig,tld,CC1CCC(S)C(S)C1
2z9c_dtc_lig,dtc,OC1OC2CCCCC2C(O)C1C[C@H]1C(O)OC2CCCCC2C1O
2z9j_dtz_lig,dtz,[SH][Zn][SH]
2z9k_doz_lig,doz,C[N](C)[Zn][OH]
2z9l_daz_lig,daz,[NH2][Zn][NH2]
2z9v_pxm_lig,pxm,CC1NCC(CO)C(CN)C1O
2z9y_ddr_lig,ddr,CCCCCCCCCC(O)OC[C@H](CO)OC(O)CCCCCCCCC
2z9z_ddr_lig,ddr,CCCCCCCCCC(O)OC[C@H](CO)OC(O)CCCCCCCCC
2za0_mgi_lig,mgi,COC(=O)c1c(C)cc(Oc2cc(C)cc(O)c2O)cc1O
2za5_2ff_lig,2ff,NCC1CCC2OCC3(CCN(C(O)[C@@H]4CC[C@@H](CCC5CCCCC5)O4)CC3)C2C1
2zaf_fad_lig,fad,CC1CC2NC3C(O)NC(O)NC3N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C4NCN[C@H]5N)[C@H](O)[C@@H]3O)C2CC1C
2zas_1oh_lig,1oh,CC(C)(C1CCCCC1)C1CCC(O)CC1
2zaz_gk1_lig,gk1,CC1CCC(O)CC1NC1CCNC2CC(C3CSC(CO)N3)CCC21
2zb0_gk3_lig,gk3,CC1CC[C@H](C23NNC2(C)O3)CC1C1CCC([C@H](O)NC2CCCC(CN)C2)CC1
2zb1_gk4_lig,gk4,CC1NNC(C2CCC(C)C([C@H]3CC[C@@H]([C@@H](O)NCC4CC4)CC3)C2)O1
2zb4_5op_lig,5op,CC(O)CC[C@@H]1[C@H](CCCCCCC(O)O)[C@H](O)C[C@H]1O
2zb7_nca_lig,nca,N[C@@H](O)C1CCCNC1
2zbh_bvl_lig,bvl,COc1cc(O)c(C(=O)C=Cc2ccc(O)cc2)cc1CC=C(C)C
2zbz_vdx_lig,vdx,CC1C(CCC2CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
2zcj_sah_lig,sah,NC1NCNC2C1NCN2[C@@H]1O[C@H](CSCC[C@H](N)C(O)O)[C@@H](O)[C@H]1O
2zcq_b65_lig,b65,O[PH](O)(O)[C@@H](CCCC1CCC[C@H](OC2CCCCC2)C1)S(O)(O)O
2zcr_b69_lig,b69,CCCC[C@H]1CC[C@H](C2CCC(CCC[C@H]([PH](O)(O)O)S(O)(O)O)CC2)CC1
2zcs_b70_lig,b70,O[PH](O)(O)[C@@H](CCCC1CCC(C2CCCCC2)CC1)S(O)(O)O
2zdn_49u_lig,49u,NC(N)C1CCC(CNC(O)[C@@H]2CCCN2C(O)CCC2CCCC2)CC1
2zdt_46c_lig,46c,CCC(O)C1C(C2CCCCC2)C2CC(Cl)CC[C@H]2C(O)N1CC1CCC(C(O)O)CC1
2zdu_446_lig,446,COC(O)C1C(C2CCCCC2)[C@H]2CC(Br)CCC2C(O)N1C[C@H]1CC[C@@H](NC(O)CCC(O)O)CC1
2zdx_p4a_lig,p4a,COC1CCC(C2C(C)NNC2C2CCC(O)CC2O)CC1
2ze1_411_lig,411,NC(N)NC(O)CN1C(C2CCCCC2)CCC1C1CCC(NC(O)C2CCCC(Br)C2)CC1
2ze6_dst_lig,dst,CC(C)CCS[PH](O)(O)O[PH](O)(O)O
2ze7_dst_lig,dst,CC(C)CCS[PH](O)(O)O[PH](O)(O)O
2zeb_11m_lig,11m,CSC1S[C@H]([C@H](O)N2CCC3(CC2)COC2CCC(CN)C[C@H]23)C2CCCCC12
2zec_11n_lig,11n,NCC1CCC2OCC3(CCN([C@@H](O)CCC4CCCCC4)CC3)C2C1
2zeu_b71_lig,b71,CCCCCCCCCCOC1CCCN(CC([PH](O)(O)O)[PH](O)(O)O)C1
2zev_b71_lig,b71,CCCCCCCCCCOC1CCCN(CC([PH](O)(O)O)[PH](O)(O)O)C1
2zev_ipe_lig,ipe,C=C(C)CCO[P@@](=O)(O)OP(=O)(O)O
2zfs_12u_lig,12u,NC(N)C1CCC(CNC(O)[C@@H]2CCCN2C(O)CNC2CCCCCC2)CC1
2zfx_yr3_lig,yr3,CCC(CC)(C1CCC(OC[C@H](O)C(C)(C)C)C(C)C1)[C@@H]1CCC(OC[C@@H](O)CO)C(C)C1
2zi3_3d1_lig,3d1,NC1NCNC2C1NCN2[C@H]1C[C@H](O)[C@@H](CO)O1
2zi4_3l1_lig,3l1,NC1NCNC2C1NCN2[C@@H]1C[C@@H](O)[C@H](CO)O1
2zi5_3l1_lig,3l1,NC1NCNC2[C@@H]1NCN2[C@@H]1C[C@@H](O)[C@H](CO)O1
2zi6_3d1_lig,3d1,NC1NCN[C@@H]2C1NCN2[C@H]1C[C@H](O)[C@@H](CO)O1
2zi7_gng_lig,gng,NC1NC(O)[C@H]2NCN([C@H]3C[C@H](O)[C@@H](CO)O3)C2N1
2zi8_sdt_lig,sdt,CC1CCC(O)C(O)C1CC[C@@H]1C(O)CC[C@]2(C)C(O)CC[C@@H]12
2zia_cl9_lig,cl9,NC1NC(Cl)NC2C1NCN2[C@H]1C[C@H](O)[C@@H](CO)O1
